ORD->ABQ->DFW	2008-07-21	600	0	2008-07-23	1915	0
OAK->ABQ->PHX	2008-07-22	630	0	2008-07-24	1905	0
EWR->ABQ->DFW	2008-07-24	705	0	2008-07-26	2045	0
MCO->ABQ->HOU	2008-07-25	640	0	2008-07-27	1425	0
SEA->ABQ->IAH	2008-07-28	935	0	2008-07-30	1520	0
DEN->ABQ->ATL	2008-07-29	1100	0	2008-07-31	1505	0
SAN->ABQ->IAH	2008-07-30	745	0	2008-08-01	1500	0
LAS->ABQ->AUS	2008-07-31	1015	0	2008-08-02	1410	0
BWI->ABQ->SLC	2008-08-01	1032	0	2008-08-03	1600	0
PHX->ABQ->MCO	2008-08-02	900	0	2008-08-04	1853	0
IAH->ABQ->ATL	2008-08-03	820	0	2008-08-05	2115	0
OAK->ABQ->IAD	2008-08-04	753	0	2008-08-06	1905	0
PHX->ABQ->DEN	2008-08-05	1017	0	2008-08-07	1853	0
LAS->ABQ->SEA	2008-08-07	1000	0	2008-08-09	2000	0
PHX->ABQ->ORD	2008-08-08	820	0	2008-08-10	1530	0
IAH->ABQ->ATL	2008-08-09	1100	0	2008-08-11	1755	0
DEN->ABQ->HOU	2008-08-10	640	0	2008-08-12	1530	0
DEN->ABQ->DFW	2008-08-11	940	0	2008-08-13	2145	0
IAH->ABQ->ATL	2008-08-12	1100	0	2008-08-14	2115	0
SFO->ABQ->SLC	2008-08-13	1032	0	2008-08-15	1605	0
PHX->ABQ->DFW	2008-08-14	705	0	2008-08-16	1853	0
IAH->ABQ->ATL	2008-08-15	820	0	2008-08-17	2115	0
IAD->ABQ->ELP	2008-08-16	1040	0	2008-08-18	1734	0
PHX->ABQ->DFW	2008-08-17	705	0	2008-08-19	1853	0
DEN->ABQ->SLC	2008-08-19	830	0	2008-08-21	1735	0
IAH->ABQ->DEN	2008-08-21	1017	0	2008-08-23	2115	0
IAH->ABQ->DEN	2008-08-22	615	0	2008-08-24	1450	0
LAX->ABQ->IAD	2008-08-25	753	0	2008-08-27	1418	0
